Datetime,WS0202,WS0203,WS0204,WS0205,WS0206,WS0207,WS0208
2018-02-28,0.9,,,3.8,0.2,2.1,1.2
2018-03-01,1.1,1.1,0.9,,0.2,,1.2
2018-03-02,1.6,1.1,1.3,3.2,0.5,1.2,0.8
2018-03-03,1.1,1.1,1.5,2.8,0.4,,
2018-03-04,1.4,,,2.4,0.1,1.1,0.9
2018-03-05,,1.1,1.5,2.4,0.1,1.1,1.1
2018-03-06,1.9,1.1,1.5,,,1.1,
2018-03-07,1.9,1.1,,,0.7,1.1,
2018-03-08,1.9,1.1,1.2,,,,1.3
2018-03-09,,1.5,1.2,2.4,0.4,1.5,1.3
2018-03-10,,1.8,0.9,,,2.0,
2018-03-11,,2.1,1.3,2.4,0.5,,1.3
2018-03-12,1.4,2.4,1.5,,,1.8,1.7
2018-03-13,1.1,2.7,1.4,2.4,0.4,1.6,
2018-03-14,1.9,3.0,1.1,3.6,0.1,0.8,1.2
2018-03-15,1.9,3.3,0.9,3.6,,,-0.1
2018-03-16,2.1,3.6,0.1,2.9,0.2,0.8,
2018-03-17,,3.9,1.1,2.5,2.4,,
2018-03-18,,,,2.5,7.2,1.8,1.1
2018-03-19,2.0,4.5,1.4,,,1.8,1.0
2018-03-20,,4.8,,7.4,,,1.0
2018-03-21,2.0,,2.0,7.3,7.2,1.8,1.2
2018-03-22,2.2,5.4,,,6.9,1.5,
2018-03-23,2.5,5.7,2.0,,7.5,1.4,1.4
2018-03-24,2.6,6.0,2.0,6.9,7.9,0.9,1.7
2018-03-25,2.4,6.3,2.1,,7.9,1.3,1.8
2018-03-26,2.5,,2.2,6.9,7.9,1.7,
2018-03-27,2.3,8.3,2.2,6.9,,,1.9
2018-03-28,1.9,,,,,1.8,1.4
2018-03-29,,,,6.8,,,1.4
2018-03-30,2.3,,1.5,6.9,6.2,1.9,1.4
2018-03-31,1.6,9.5,2.1,6.8,7.1,2.2,
2018-04-01,,9.7,1.9,,8.0,2.5,2.0
2018-04-02,1.1,9.1,,,,2.1,
2018-04-03,1.6,,2.6,7.1,,1.6,
2018-04-04,1.8,9.1,2.1,,7.7,1.6,
2018-04-05,1.8,,,7.8,7.6,1.6,2.2
2018-04-06,1.9,,,7.7,8.1,1.4,2.3
2018-04-07,,8.1,,,,,2.9
2018-04-08,,7.6,1.6,6.2,,1.3,3.1
2018-04-09,1.7,7.1,2.2,6.3,,1.2,3.6
2018-04-10,1.9,6.7,,6.5,8.9,,3.2
2018-04-11,2.0,,1.4,6.6,,1.7,
2018-04-12,2.2,6.4,1.3,6.6,8.3,1.2,
2018-04-13,,5.9,1.5,6.7,8.2,1.0,3.9
2018-04-14,1.4,5.6,2.2,,8.4,1.4,4.3
2018-04-15,1.6,6.0,,6.7,,1.4,4.2
2018-04-16,2.0,6.1,1.9,,8.1,1.5,3.9
2018-04-17,2.3,5.9,,6.0,8.5,1.6,3.6
2018-04-18,2.1,6.2,1.8,5.8,8.5,2.0,
2018-04-19,2.2,6.2,,,8.2,2.0,3.8
2018-04-20,1.9,,1.8,6.3,,1.9,
2018-04-21,,6.0,2.3,6.5,,1.4,
2018-04-22,1.6,5.8,2.2,6.8,,1.2,5.0
2018-04-23,1.4,6.1,,6.8,8.0,,5.1
2018-04-24,1.3,,,,8.0,0.7,
2018-04-25,1.4,6.3,2.2,,,,4.5
2018-04-26,2.1,,2.4,6.6,,0.8,
2018-04-27,,6.3,2.6,7.5,9.4,,
2018-04-28,2.0,,2.4,8.0,9.1,,5.5
2018-04-29,1.6,6.4,,8.3,8.5,0.9,5.0
2018-04-30,1.9,6.7,1.9,8.3,,1.1,
2018-05-01,1.7,6.1,,8.7,8.4,,4.7
2018-05-02,1.7,,,,,,
2018-05-03,1.6,5.3,2.2,7.7,8.2,,
2018-05-04,1.7,6.5,,,8.6,1.7,
2018-05-05,2.2,6.6,2.5,7.9,8.4,1.4,5.4
2018-05-06,2.0,,2.3,8.1,,0.7,6.0
2018-05-07,,7.4,,8.6,9.8,0.6,6.4
2018-05-08,,8.4,2.4,9.5,,0.9,5.5
2018-05-09,2.4,8.4,2.2,9.6,9.1,1.8,5.5
2018-05-10,2.1,8.4,,9.1,8.6,1.9,5.3
2018-05-11,1.6,,1.9,9.7,8.8,0.9,5.7
2018-05-12,1.2,7.9,2.5,,9.4,,6.3
2018-05-13,,8.0,2.5,9.3,10.4,,6.3
2018-05-14,1.3,8.0,2.9,,,,5.1
2018-05-15,,8.3,,9.0,,0.3,
2018-05-16,,8.4,,9.1,11.2,0.7,3.7
2018-05-17,1.9,8.4,1.9,9.1,11.2,,3.7
2018-05-18,,8.4,2.2,,,,4.3
2018-05-19,2.1,,2.2,8.7,11.2,0.7,4.9
2018-05-20,,8.9,3.5,9.5,11.2,0.7,5.5
2018-05-21,2.7,8.7,3.2,8.9,11.2,0.7,
2018-05-22,2.8,8.7,2.3,8.5,,0.7,4.6
2018-05-23,2.3,8.9,,7.6,11.2,0.7,4.8
2018-05-24,,,3.3,,11.2,1.5,4.9
2018-05-25,2.2,,,9.1,10.8,1.2,5.4
2018-05-26,,8.8,4.3,9.3,10.5,,5.2
2018-05-27,1.3,8.8,4.2,,,0.9,5.9
2018-05-28,,8.7,5.0,8.7,11.5,0.5,7.0
2018-05-29,,9.4,5.1,,11.4,1.3,5.9
2018-05-30,1.1,9.0,,,11.0,0.8,5.5
2018-05-31,1.3,8.7,4.0,8.3,,,
2018-06-01,,9.5,,8.7,,,5.8
2018-06-02,,9.5,3.7,,,0.7,5.9
2018-06-03,1.7,,,,,,5.2
2018-06-04,2.1,9.3,3.7,8.8,11.8,1.2,5.2
2018-06-05,1.8,10.0,4.1,9.1,12.6,1.2,6.1
2018-06-06,1.8,,4.3,,,1.1,5.6
2018-06-07,,10.2,,10.1,12.1,0.8,5.6
2018-06-08,2.2,10.0,4.0,,,,
2018-06-09,2.4,9.9,4.1,9.2,11.3,,
2018-06-10,2.7,9.9,3.8,9.6,11.5,,5.7
2018-06-11,2.7,10.3,4.7,10.1,12.2,0.9,6.3
2018-06-12,,9.8,4.9,,11.7,1.5,5.3
2018-06-13,2.7,,5.7,9.0,12.4,1.8,5.1
2018-06-14,2.9,,6.2,,12.2,1.8,
2018-06-15,2.9,9.6,6.4,9.2,12.7,1.5,5.9
2018-06-16,2.0,,6.5,9.5,12.3,0.8,5.9
2018-06-17,,8.7,6.6,,,1.6,5.7
2018-06-18,,8.4,,10.7,,1.6,6.6
2018-06-19,2.7,9.2,4.4,,11.2,2.1,6.2
2018-06-20,2.3,10.4,,13.0,11.9,1.9,6.2
2018-06-21,1.6,10.4,,,12.4,1.2,6.1
2018-06-22,1.6,10.6,2.7,,12.5,,5.9
2018-06-23,2.0,11.0,2.7,14.2,12.5,1.3,
2018-06-24,2.3,,,13.3,11.6,1.5,6.0
2018-06-25,2.5,,3.8,,10.6,1.9,6.1
2018-06-26,2.2,10.4,3.4,,11.5,1.9,
2018-06-27,,11.6,4.3,,12.1,1.2,5.4
2018-06-28,,,,,11.5,2.0,5.2
2018-06-29,,,5.6,13.4,11.5,2.1,6.1
2018-06-30,3.0,,6.8,,11.9,1.8,6.6
2018-07-01,,10.4,7.2,12.2,11.5,2.2,6.4
2018-07-02,2.1,11.2,,12.3,12.8,,6.9
2018-07-03,3.6,,8.2,11.7,11.6,,
2018-07-04,3.7,,8.9,,,,5.5
2018-07-05,,10.5,9.8,,11.6,,6.8
2018-07-06,2.7,11.0,7.3,,,1.6,6.1
2018-07-07,,11.7,,12.4,11.4,,
2018-07-08,2.8,,6.6,11.8,11.7,1.1,
2018-07-09,2.9,,,,,1.9,
2018-07-10,2.8,11.9,6.9,11.4,12.3,,5.8
2018-07-11,4.1,,7.5,10.9,11.6,,
2018-07-12,3.8,12.2,,11.4,12.1,2.7,
2018-07-13,3.4,11.2,9.8,,11.6,,5.7
2018-07-14,3.9,12.0,10.3,12.0,11.4,,5.4
2018-07-15,4.0,12.2,10.8,11.6,11.0,2.9,5.6
2018-07-16,4.0,12.3,12.3,12.5,11.7,2.8,
2018-07-17,,,,11.6,,,5.4
2018-07-18,5.1,12.1,13.8,11.4,,3.0,5.2
2018-07-19,5.5,12.4,,11.9,11.7,,
2018-07-20,5.3,13.2,16.2,,11.7,3.0,6.5
2018-07-21,5.3,12.4,,11.7,11.7,2.9,6.8
2018-07-22,,12.4,17.0,10.8,11.7,,5.4
2018-07-23,7.3,12.1,17.5,10.8,11.7,,
2018-07-24,7.1,12.4,18.9,,11.7,2.9,6.8
2018-07-25,,13.3,19.2,10.7,11.7,,
2018-07-26,7.6,12.5,19.2,10.4,11.7,3.5,6.2
2018-07-27,7.8,12.6,19.5,10.6,11.7,3.6,6.4
2018-07-28,8.3,12.3,,11.0,10.9,3.2,
2018-07-29,,12.2,,,9.8,3.6,6.7
2018-07-30,8.6,,,,10.4,3.6,7.0
2018-07-31,8.9,13.7,,11.1,11.3,3.4,5.9
2018-08-01,,13.1,,11.7,,,
2018-08-02,7.9,13.7,16.3,,11.9,2.7,7.5
2018-08-03,7.8,13.4,17.2,12.4,12.2,2.1,
2018-08-04,8.5,12.7,17.6,12.0,11.7,,
2018-08-05,9.2,,17.8,10.6,,,
2018-08-06,9.9,12.5,17.4,10.5,10.3,3.7,5.9
2018-08-07,9.7,,17.6,10.4,11.0,3.9,5.4
2018-08-08,,,17.8,,11.6,3.6,
2018-08-09,,13.4,,11.7,,3.5,6.1
2018-08-10,10.1,12.7,19.0,12.4,,3.5,
2018-08-11,,12.0,19.7,12.1,11.0,,6.2
2018-08-12,10.4,12.0,20.5,12.3,,3.8,6.0
2018-08-13,,,,,11.5,3.8,7.0
2018-08-14,,12.8,21.8,15.2,11.9,3.2,7.2
2018-08-15,11.4,,22.2,15.9,11.8,,6.9
2018-08-16,,11.7,22.2,16.2,,3.9,6.7
2018-08-17,11.6,,,16.8,,3.7,
2018-08-18,,10.9,23.9,17.4,,3.9,
2018-08-19,12.2,,,17.8,10.6,4.3,7.0
2018-08-20,,10.6,23.2,18.8,10.9,3.8,7.1
2018-08-21,12.2,,,20.1,11.4,,6.9
2018-08-22,12.9,10.5,22.4,20.2,,4.4,
2018-08-23,13.4,8.7,21.7,19.8,,4.8,
2018-08-24,13.0,8.6,21.6,,,4.2,
2018-08-25,12.4,9.2,21.4,20.7,11.7,,
2018-08-26,13.0,10.0,20.7,,11.3,,7.2
2018-08-27,13.2,10.5,20.5,,,3.8,7.5
2018-08-28,13.1,,20.8,21.5,11.2,3.5,
2018-08-29,13.6,9.9,,,,4.2,7.5
2018-08-30,14.2,9.0,20.3,,10.4,5.4,6.5
2018-08-31,14.4,8.6,20.3,,,4.9,6.5
2018-09-01,,8.4,20.4,,10.5,,6.8
2018-09-02,14.4,9.2,20.4,,10.0,,
2018-09-03,14.4,8.9,,26.7,,5.0,
2018-09-04,14.6,,,27.2,10.2,5.3,6.2
2018-09-05,14.6,7.5,19.9,,10.4,5.1,
2018-09-06,,,19.6,28.9,,4.9,6.7
2018-09-07,14.5,7.1,20.0,30.2,9.6,,
2018-09-08,14.7,7.8,19.9,29.4,10.0,,
2018-09-09,14.7,8.2,20.6,29.9,10.4,,
2018-09-10,15.0,,20.3,,10.5,,6.9
2018-09-11,14.8,8.4,20.0,,10.5,5.1,6.4
2018-09-12,14.9,8.5,,31.8,9.8,5.3,
2018-09-13,,9.4,20.4,,10.4,,
2018-09-14,14.3,10.1,20.7,33.6,11.1,4.7,7.6
2018-09-15,14.3,10.1,20.1,33.9,,5.0,7.5
2018-09-16,15.0,10.2,,33.5,,5.7,7.7
2018-09-17,15.6,9.3,18.8,,10.5,,7.9
2018-09-18,14.9,,,34.7,10.2,5.7,6.9
2018-09-19,14.9,,19.1,33.7,,6.2,6.6
2018-09-20,14.8,,18.8,,10.1,,7.3
2018-09-21,12.9,11.2,19.5,,,5.2,
2018-09-22,11.5,12.2,18.8,34.9,11.5,4.4,
2018-09-23,,,,,10.8,5.1,7.6
2018-09-24,11.2,12.6,,34.9,10.9,4.4,7.0
2018-09-25,11.1,12.6,,,11.0,,
2018-09-26,11.2,,16.7,,11.5,,7.6
2018-09-27,10.9,13.0,,35.3,11.7,3.8,7.1
2018-09-28,,,16.8,35.4,12.1,4.0,
2018-09-29,10.6,,16.8,35.2,12.1,,
2018-09-30,10.9,,16.2,35.0,,4.1,
2018-10-01,11.2,12.2,16.8,34.8,11.0,,7.2
2018-10-02,11.3,12.3,16.2,34.6,11.1,,
2018-10-03,11.3,,,34.5,11.4,4.5,6.6
2018-10-04,11.4,12.3,15.8,34.4,11.2,4.7,6.7
2018-10-05,,12.0,,34.1,11.4,4.6,6.9
2018-10-06,11.9,,15.7,33.7,11.0,4.8,7.4
2018-10-07,,11.9,15.7,,,4.5,7.6
2018-10-08,11.7,,16.0,34.0,11.6,,7.0
2018-10-09,11.2,12.9,16.3,34.1,11.5,3.9,
2018-10-10,11.3,12.7,17.2,33.6,11.3,4.2,
2018-10-11,,,16.0,33.7,11.3,4.4,7.1
2018-10-12,,12.0,16.4,33.7,11.1,,7.2
2018-10-13,11.3,,16.8,34.2,,,7.2
2018-10-14,,12.2,,33.7,11.3,3.2,8.3
2018-10-15,,,,,11.0,4.3,7.9
2018-10-16,12.1,,16.6,33.6,11.3,,
2018-10-17,12.5,,,33.0,11.5,4.5,6.6
2018-10-18,12.8,12.6,16.1,,,,6.4
2018-10-19,13.0,11.4,15.6,33.2,,4.8,6.6
2018-10-20,12.8,11.6,15.8,,,4.8,
2018-10-21,,12.7,,,11.0,4.0,
2018-10-22,11.6,12.5,16.5,,,3.8,6.7
2018-10-23,12.1,12.6,16.4,33.1,11.3,4.1,6.7
2018-10-24,,13.1,,33.6,11.7,4.1,
2018-10-25,,13.1,17.2,33.4,11.5,,5.9
2018-10-26,11.8,,16.8,33.4,11.3,4.3,5.7
2018-10-27,12.2,12.8,16.4,33.6,10.9,4.4,6.3
2018-10-28,12.0,13.2,16.9,33.5,,4.6,
2018-10-29,12.7,,16.5,33.0,11.2,4.8,6.3
2018-10-30,,12.5,,33.3,10.9,4.7,5.7
2018-10-31,,12.9,,33.7,10.8,,6.6
2018-11-01,12.8,,16.5,,10.6,4.9,5.3
2018-11-02,,12.5,17.0,,10.4,4.6,
2018-11-03,12.9,12.4,16.6,,10.0,4.3,
2018-11-04,13.0,12.8,17.4,33.4,10.5,3.7,5.6
2018-11-05,12.7,12.8,,,10.6,3.3,
2018-11-06,,12.3,15.8,33.8,10.6,3.3,
2018-11-07,11.3,12.5,,34.1,10.4,3.0,6.4
2018-11-08,10.8,12.8,,34.3,10.9,2.8,5.9
2018-11-09,,,13.5,35.7,,2.4,6.8
2018-11-10,,,,36.0,11.8,2.4,
2018-11-11,9.6,14.0,,35.1,,2.7,7.4
2018-11-12,9.8,,12.8,35.1,12.1,2.7,6.8
2018-11-13,9.6,14.5,13.1,,11.8,2.9,7.1
2018-11-14,9.8,14.5,12.8,35.5,,3.4,7.9
2018-11-15,9.5,,,35.9,12.1,3.3,8.7
2018-11-16,9.5,,,,11.6,,8.3
2018-11-17,9.9,14.5,,,,,
2018-11-18,9.5,13.7,13.5,35.3,,3.3,
2018-11-19,9.4,13.7,12.9,35.7,12.3,2.7,8.4
2018-11-20,9.2,13.7,12.5,35.9,,3.1,
2018-11-21,8.9,13.7,13.3,36.3,12.9,3.3,8.2
2018-11-22,8.8,,,36.4,,3.1,8.1
2018-11-23,9.4,13.7,13.0,35.8,12.8,,7.6
2018-11-24,9.5,,12.7,35.9,12.6,2.4,8.1
2018-11-25,9.1,13.9,12.8,,12.4,,7.7
2018-11-26,9.2,13.9,12.5,36.0,13.2,,7.0
2018-11-27,,,12.4,35.9,13.4,1.4,6.6
2018-11-28,,15.1,12.8,,13.6,,6.8
2018-11-29,8.8,15.2,12.7,35.9,13.4,2.0,
2018-11-30,9.3,,,35.4,13.0,2.4,7.0
2018-12-01,8.7,14.8,,,13.3,2.3,7.4
2018-12-02,8.7,14.8,13.2,35.0,,2.2,
2018-12-03,,14.8,12.5,34.2,,2.2,
2018-12-04,8.5,,,34.7,,2.3,
2018-12-05,,14.8,,34.7,13.6,2.3,7.6
2018-12-06,,14.8,12.6,34.7,13.7,,7.6
2018-12-07,8.8,14.8,12.6,34.7,13.7,2.1,7.6
2018-12-08,8.8,14.8,12.6,,13.7,,7.6
2018-12-09,,15.6,11.5,34.7,14.2,,
2018-12-10,,16.5,11.4,34.7,14.3,1.7,6.4
2018-12-11,8.9,16.3,11.9,34.7,,,6.7
2018-12-12,8.8,,12.5,34.7,,1.8,
2018-12-13,,,12.7,,14.0,2.2,6.6
2018-12-14,9.0,,12.7,,,,6.6
2018-12-15,,15.1,12.7,34.7,14.0,2.2,6.6
2018-12-16,9.0,15.1,12.7,34.7,14.0,2.2,6.6
2018-12-17,9.0,15.1,12.8,34.7,,1.0,6.9
2018-12-18,,16.0,,34.7,14.6,0.9,
2018-12-19,9.0,16.6,12.8,34.7,14.1,,6.5
2018-12-20,9.0,17.4,,34.7,14.7,,6.2
2018-12-21,,16.5,12.7,34.7,14.1,1.0,
2018-12-22,9.0,16.5,,34.7,14.7,0.8,5.4
2018-12-23,,,12.7,34.7,14.7,1.0,5.5
2018-12-24,9.0,,12.7,34.7,14.7,,5.7
2018-12-25,9.0,,12.7,,14.7,1.0,5.9
2018-12-26,9.0,,,33.3,14.7,,5.9
2018-12-27,9.0,16.5,12.7,31.8,14.7,1.8,
2018-12-28,9.9,16.5,12.5,32.2,,,
2018-12-29,9.9,,12.0,31.6,14.2,1.9,6.4
2018-12-30,,16.8,,,14.2,1.9,
2018-12-31,9.9,16.8,,,14.2,1.9,6.4
2019-01-01,9.9,16.8,13.2,,14.7,1.2,
2019-01-02,9.8,17.0,13.4,31.3,14.4,1.4,6.2
2019-01-03,9.9,17.6,13.3,31.3,14.3,,
2019-01-04,9.7,17.5,13.5,31.0,,1.4,
2019-01-05,,17.5,13.5,30.8,14.8,1.4,6.1
2019-01-06,,17.5,13.5,,15.1,1.4,5.7
2019-01-07,9.1,17.2,,30.8,,1.6,5.4
2019-01-08,9.3,,,30.3,14.7,1.9,5.5
2019-01-09,9.7,,13.6,29.7,,2.2,5.6
2019-01-10,9.8,16.9,14.0,29.4,14.6,,6.0
2019-01-11,9.8,16.9,14.2,,15.0,1.9,6.1
2019-01-12,9.2,17.2,,29.5,15.6,1.5,6.6
2019-01-13,8.9,17.3,,29.6,15.7,1.5,6.6
2019-01-14,8.8,,14.1,29.3,15.6,1.8,
2019-01-15,9.2,16.9,13.9,,15.5,1.8,6.2
2019-01-16,,16.1,14.3,,,1.7,6.2
2019-01-17,,,14.4,28.9,,2.0,6.2
2019-01-18,9.7,15.9,14.6,28.6,16.0,2.1,6.0
2019-01-19,9.5,,14.6,28.7,,,
2019-01-20,9.5,16.6,14.6,28.7,16.2,1.6,6.1
2019-01-21,9.6,16.6,,28.4,,1.9,6.2
2019-01-22,,,,28.7,,1.4,
2019-01-23,9.3,16.1,14.4,27.8,16.8,,
2019-01-24,9.4,,14.5,27.8,17.3,,6.2
2019-01-25,9.0,16.9,15.1,28.2,18.3,1.2,6.6
2019-01-26,9.6,17.0,15.5,,,,6.2
2019-01-27,9.7,17.1,15.5,,,1.5,6.4
2019-01-28,,17.3,15.7,28.0,18.2,,6.4
2019-01-29,9.6,16.9,15.3,27.8,18.1,2.3,
2019-01-30,9.7,,,27.3,17.8,2.4,6.0
2019-01-31,9.7,,14.4,27.2,17.8,2.2,6.1
2019-02-01,9.2,,14.4,28.3,,1.6,6.2
2019-02-02,8.7,17.9,,29.0,18.8,0.8,6.5
2019-02-03,,17.8,,28.6,18.5,0.4,6.4
2019-02-04,9.0,17.4,14.7,,18.2,0.9,
2019-02-05,,17.4,15.2,28.9,18.7,1.2,
2019-02-06,9.3,,,28.8,,1.6,5.7
2019-02-07,9.5,,15.0,28.2,18.8,,6.2
2019-02-08,9.4,,14.6,,18.9,1.3,6.5
2019-02-09,,17.0,14.5,28.2,,,6.5
2019-02-10,9.6,,14.0,27.7,18.9,2.1,6.3
2019-02-11,,17.2,14.5,,,1.8,6.4
2019-02-12,,,15.1,27.6,19.3,,6.2
2019-02-13,,17.4,14.8,27.3,19.5,1.6,6.4
2019-02-14,9.3,,14.3,,19.6,1.5,
2019-02-15,,,15.1,,20.0,1.6,
2019-02-16,9.4,17.8,,,20.0,1.9,6.8
2019-02-17,10.5,17.8,15.2,26.3,19.6,2.5,6.0
2019-02-18,,17.6,15.6,,,,6.2
2019-02-19,9.9,,15.5,26.5,20.0,1.7,6.4
2019-02-20,9.6,17.5,15.9,26.3,20.1,1.6,
2019-02-21,10.0,17.5,15.5,26.0,20.2,1.9,6.4
2019-02-22,9.8,17.6,16.0,25.6,20.1,2.0,6.2
2019-02-23,9.5,18.4,15.9,25.8,,1.2,6.0
2019-02-24,9.4,19.2,16.2,,21.4,,
2019-02-25,9.0,,16.4,25.5,,1.0,
2019-02-26,,18.4,16.7,25.2,20.9,1.3,6.3
2019-02-27,9.5,,16.4,24.8,,1.5,
2019-02-28,,17.9,16.2,,20.6,,
2019-03-01,9.5,,,,21.0,1.3,6.6
2019-03-02,9.7,18.4,16.0,24.7,,,6.5
2019-03-03,9.2,18.5,16.2,,20.8,1.2,6.7
2019-03-04,9.2,19.1,16.4,25.1,21.0,0.9,6.7
2019-03-05,9.1,18.7,16.3,24.7,21.0,1.4,
2019-03-06,,18.8,16.8,24.3,21.2,,6.7
2019-03-07,,19.6,16.8,25.1,,1.8,6.3
2019-03-08,8.4,,17.0,,,1.6,6.1
2019-03-09,8.4,20.2,17.2,,,1.4,6.6
2019-03-10,8.7,20.5,,25.2,21.6,0.9,
2019-03-11,9.0,,16.8,24.8,21.8,,5.9
2019-03-12,8.5,20.4,17.1,24.9,,,6.4
2019-03-13,8.3,20.2,,24.6,21.8,,6.8
2019-03-14,,,17.1,,21.6,1.6,6.4
2019-03-15,9.2,20.4,16.8,23.8,21.1,1.3,5.8
2019-03-16,,20.6,,23.7,21.4,0.8,
2019-03-17,,20.9,16.7,23.5,21.7,,5.6
2019-03-18,8.7,20.9,17.0,23.6,21.8,,6.0
2019-03-19,,,17.1,,,0.7,5.9
2019-03-20,,,16.6,,21.9,1.0,6.4
2019-03-21,,20.2,,23.6,21.5,,6.4
2019-03-22,8.7,19.6,,,21.5,2.2,7.3
2019-03-23,8.3,,13.1,,22.4,2.4,
2019-03-24,,19.6,,31.0,,1.9,7.4
2019-03-25,8.5,20.0,13.1,31.5,,1.8,7.2
2019-03-26,,,12.9,31.5,22.0,2.1,
2019-03-27,,,12.8,31.5,22.1,,6.7
2019-03-28,8.1,19.9,12.6,31.8,22.1,2.1,7.2
2019-03-29,8.6,19.6,,31.6,21.7,1.8,
2019-03-30,,,12.2,,21.4,1.6,
2019-03-31,8.6,19.6,,,,2.1,
2019-04-01,,19.7,12.3,,21.8,2.1,
2019-04-02,8.6,19.9,,31.9,,,
2019-04-03,8.8,20.0,11.8,,,1.5,7.8
2019-04-04,,19.8,12.4,,,,7.5
2019-04-05,,,12.6,33.7,23.1,2.2,7.2
2019-04-06,,19.3,12.5,33.3,22.5,1.8,7.6
2019-04-07,8.9,,12.6,33.0,22.5,,7.5
2019-04-08,9.4,19.6,,32.9,,2.0,7.3
2019-04-09,8.6,,,33.8,23.4,3.2,8.5
2019-04-10,8.6,20.8,12.3,34.2,,,7.9
2019-04-11,9.1,20.6,,,22.4,3.1,7.7
2019-04-12,,21.1,11.6,34.4,22.9,,7.7
2019-04-13,9.1,21.4,,34.8,23.6,2.8,7.7
2019-04-14,,19.5,12.2,,,,
2019-04-15,8.8,19.9,12.1,35.0,22.8,,
2019-04-16,,,11.7,,23.2,3.8,8.2
2019-04-17,8.4,,,,23.8,,
2019-04-18,9.1,21.3,11.8,35.6,,,8.4
2019-04-19,,21.6,12.6,35.6,24.4,3.6,8.3
2019-04-20,,20.8,,34.9,,,8.6
2019-04-21,8.6,21.1,13.5,35.6,24.4,3.1,8.8
2019-04-22,8.7,21.0,,35.3,,3.2,8.1
2019-04-23,,20.9,13.8,34.7,,,
2019-04-24,,,,,23.9,,7.7
2019-04-25,,,,,23.6,2.7,7.7
2019-04-26,9.6,21.4,,33.3,23.7,3.1,8.1
2019-04-27,10.7,21.2,13.2,31.3,23.8,3.0,8.4
2019-04-28,10.6,21.0,13.8,30.1,23.5,,8.2
2019-04-29,11.1,21.7,14.3,,23.5,,7.6
